Time,Time [s],CPU_Usage,Memory_Usage,Network_Usage,Temperature,,,Time Interval,LL,UL,Mean_CPU_Usage,Mean_Memory_Usage,Mean_Network_Usage,Mean_Temperature
09-07-2024 02:32,152,49.25801214,6.846984426,85.58730532,39.03187342,,,,,,,,,
09-07-2024 02:33,153,48.81410523,6.857281848,85.7160231,39.18962239,,,,,,,,,
09-07-2024 02:34,154,48.36559625,6.86754391,85.84429887,39.90688274,,,,,,,,,
09-07-2024 02:35,155,47.91263646,6.877770417,85.97213021,38.47345143,,,,,,,,,
09-07-2024 02:36,156,47.45537844,6.887961173,86.09951466,39.38281193,,,,,,,,,
09-07-2024 02:37,157,46.99397604,6.898115986,86.22644982,38.2123955,,,,,,,,,
09-07-2024 02:38,158,46.52858429,6.908234661,86.35293326,39.61403106,,,,,,,,,
09-07-2024 02:39,159,46.05935942,6.918317006,86.47896257,38.59534098,,,,,,,,,
09-07-2024 02:40,160,45.58645873,6.928362829,86.60453536,38.74452007,,,,,,,,,
09-07-2024 02:41,161,45.11004064,6.938371939,86.72964924,38.71679661,,,,,,,,,
09-07-2024 02:42,162,44.63026454,6.948344145,86.85430181,39.2227705,,,,,,,,,
09-07-2024 02:43,163,44.14729084,6.958279257,86.97849072,38.08316938,,,,,,,,,
09-07-2024 02:44,164,43.66128082,6.968177087,87.10221359,38.68446456,,,,,,,,,
09-07-2024 02:45,165,43.17239667,6.978037445,200,49.69438622,,,,,,,,,
09-07-2024 02:46,166,42.68080138,6.987860145,195.928742,50.65876428,,,,,,,,,
09-07-2024 02:47,167,42.18665873,6.997644998,185.7182528,47.94776648,,,,,,,,,
09-07-2024 02:48,168,41.6901332,7.007391819,176.4905842,46.22777888,,,,,,,,,
09-07-2024 02:49,169,41.19138996,7.017100422,168.1521608,47.48336281,,,,,,,,,
09-07-2024 02:50,170,40.6905948,7.026770623,160.618312,46.07923729,,,,,,,,,
09-07-2024 02:51,171,40.18791406,7.036402237,153.8124243,44.70998662,,,,,,,,,
09-07-2024 02:52,172,39.68351463,7.04599508,147.665175,44.42336328,,,,,,,,,
09-07-2024 02:53,173,39.17756384,7.055548971,142.1138378,43.43419809,,,,,,,,,
09-07-2024 02:54,174,38.67022946,7.065063727,137.1016558,42.30519603,,,,,,,,,
09-07-2024 02:55,175,38.1616796,7.074539167,88.43173959,38.28465854,,,,,,,,,
09-07-2024 02:56,176,37.65208272,7.083975111,88.54968889,38.24285704,,,,,,,,,
09-07-2024 02:57,177,37.1416075,7.09337138,88.66714224,38.45988562,,,,,,,,,
09-07-2024 02:58,178,36.63042286,7.102727793,88.78409741,37.76522706,,,,,,,,,
09-07-2024 02:59,179,36.11869787,7.112044173,88.90055217,37.82576585,,,,,,,,,
09-07-2024 03:00,180,35.60660172,7.121320344,89.01650429,37.98615939,,,,,,,,,
09-07-2024 03:01,181,35.65278063,7.130556127,92.62190126,38.05010028,,,,,,,,,
09-07-2024 03:02,182,35.69875674,7.139751347,96.22253922,39.47448627,,,,,,,,,
09-07-2024 03:03,183,35.74452915,7.14890583,99.81416921,39.69532172,,,,,,,,,
09-07-2024 03:04,184,35.79009701,7.158019401,103.3925526,39.37612445,,,,,,,,,
09-07-2024 03:05,185,35.83545943,7.167091886,106.9534663,40.26289358,,,,,,,,,
09-07-2024 03:06,186,35.88061557,7.176123113,110.492708,39.7358012,,,,,,,,,
09-07-2024 03:07,187,35.92556455,7.18511291,114.0061009,40.48100185,,,,,,,,,
09-07-2024 03:08,188,35.97030552,7.194061105,117.4894994,41.79717561,,,,,,,,,
09-07-2024 03:09,189,36.01483764,7.202967528,120.9387935,41.73859698,,,,,,,,,
09-07-2024 03:10,190,36.05916005,7.21183201,124.3499145,41.90663175,,,,,,,,,
09-07-2024 03:11,191,36.10327191,7.220654382,127.7188391,41.92500272,,,,,,,,,
09-07-2024 03:12,192,36.14717238,7.229434476,131.0415953,42.4208513,,,,,,,,,
09-07-2024 03:13,193,36.19086063,7.238172125,134.3142662,42.04013585,,,,,,,,,
09-07-2024 03:14,194,36.23433581,7.246867162,137.5329958,42.93972621,,,,,,,,,
09-07-2024 03:15,195,36.27759711,7.255519422,140.6939928,43.61072646,,,,,,,,,
09-07-2024 03:16,196,36.3206437,7.264128741,143.7935357,43.72462012,,,,,,,,,
09-07-2024 03:17,197,36.36347477,7.272694953,146.8279773,44.03320731,,,,,,,,,
09-07-2024 03:18,198,36.40608948,7.281217897,149.7937489,44.02090727,,,,,,,,,
09-07-2024 03:19,199,36.44848705,7.289697409,152.6873651,44.18868117,,,,,,,,,
09-07-2024 03:20,200,36.49066665,7.298133329,155.5054276,44.42981014,,,,,,,,,
09-07-2024 03:21,201,36.53262748,7.306525496,158.2446293,45.08243816,,,,,,,,,
09-07-2024 03:22,202,36.57436875,7.31487375,160.9017589,45.84622193,,,,,,,,,
09-07-2024 03:23,203,36.61588966,7.323177932,163.4737042,45.31201033,,,,,,,,,
09-07-2024 03:24,204,36.65718942,7.331437884,165.9574561,46.01498892,,,,,,,,,
09-07-2024 03:25,205,36.69826725,7.339653449,168.3501124,46.24654299,,,,,,,,,
09-07-2024 03:26,206,36.73912235,7.347824471,170.6488812,46.93864776,,,,,,,,,
09-07-2024 03:27,207,36.77975396,7.355950793,172.8510843,46.70536987,,,,,,,,,
09-07-2024 03:28,208,36.8201613,7.364032261,174.9541605,46.16991072,,,,,,,,,
09-07-2024 03:29,209,36.86034361,7.372068721,176.9556686,48.18124672,,,,,,,,,
09-07-2024 03:30,210,36.9003001,7.380060021,178.8532906,47.79921044,,,,,,,,,
09-07-2024 03:31,211,36.94003004,7.388006008,180.6448344,47.7388825,,,,,,,,,
09-07-2024 03:32,212,36.97953265,7.39590653,182.3282363,47.38261914,,,,,,,,,
09-07-2024 03:33,213,37.01880719,7.403761438,183.9015637,47.67294825,,,,,,,,,
09-07-2024 03:34,214,37.05785291,7.411570582,185.3630177,47.2720502,,,,,,,,,
09-07-2024 03:35,215,37.09666906,7.419333813,186.7109347,47.95582713,,,,,,,,,
09-07-2024 03:36,216,37.13525492,7.427050983,187.9437889,48.33845773,,,,,,,,,
09-07-2024 03:37,217,37.17360973,7.434721946,189.0601939,48.35424751,,,,,,,,,
09-07-2024 03:38,218,37.21173278,7.442346555,190.0589046,49.3475768,,,,,,,,,
09-07-2024 03:39,219,37.24962333,7.449924665,190.9388184,48.89933001,,,,,,,,,
09-07-2024 03:40,220,37.28728066,7.457456133,191.698977,49.13117272,,,,,,,,,
09-07-2024 03:41,221,37.32470407,7.464940814,192.338567,48.98290404,,,,,,,,,
09-07-2024 03:42,222,37.36189283,7.472378566,192.8569216,48.85043878,,,,,,,,,
09-07-2024 03:43,223,37.39884624,7.479769247,193.2535206,49.04062035,,,,,,,,,
09-07-2024 03:44,224,37.43556359,7.487112718,193.5279917,47.85300426,,,,,,,,,
09-07-2024 03:45,225,37.47204418,7.494408837,200,49.36646069,,,,,,,,,
09-07-2024 03:46,226,37.50828733,7.501657466,200,48.80210985,,,,,,,,,
09-07-2024 03:47,227,37.54429234,7.508858468,200,48.91534105,,,,,,,,,
09-07-2024 03:48,228,37.58005852,7.516011704,200,50.10641842,,,,,,,,,
09-07-2024 03:49,229,37.61558519,7.523117039,200,48.97559923,,,,,,,,,
09-07-2024 03:50,230,37.65087169,7.530174337,200,48.85627624,,,,,,,,,
09-07-2024 03:51,231,37.68591733,7.537183465,200,49.71709987,,,,,,,,,
09-07-2024 03:52,232,37.72072144,7.544144288,200,49.49214698,,,,,,,,,
09-07-2024 03:53,233,37.75528337,7.551056675,200,49.75376623,,,,,,,,,
09-07-2024 03:54,234,37.78960247,7.557920493,200,50.41270497,,,,,,,,,
09-07-2024 03:55,235,37.82367806,7.564735612,188.5284572,48.67806644,,,,,,,,,
09-07-2024 03:56,236,37.85750951,7.571501902,187.3621592,47.50381211,,,,,,,,,
09-07-2024 03:57,237,37.89109617,7.578219235,186.0822862,48.62160874,,,,,,,,,
09-07-2024 03:58,238,37.92443741,7.584887481,184.6904981,47.91002028,,,,,,,,,
09-07-2024 03:59,239,37.95753258,7.591506516,183.1885907,47.9577356,,,,,,,,,
09-07-2024 04:00,240,37.99038106,7.598076211,181.578493,46.88998975,,,,,,,,,
09-07-2024 04:01,241,38.02298222,7.730245795,179.8622652,47.81317505,,,,,,,,,
09-07-2024 04:02,242,38.05533544,7.862279678,178.0420959,46.74523373,,,,,,,,,
09-07-2024 04:03,243,38.08744011,7.994091681,176.1202997,47.48730782,,,,,,,,,
09-07-2024 04:04,244,38.11929561,8.125595745,174.0993144,46.67298817,,,,,,,,,
09-07-2024 04:05,245,38.15090134,8.25670599,171.9816977,47.20001268,,,,,,,,,
09-07-2024 04:06,246,38.18225669,8.38733677,169.7701243,45.98644421,,,,,,,,,
09-07-2024 04:07,247,38.21336107,8.517402737,167.4673827,45.63943054,,,,,,,,,
09-07-2024 04:08,248,38.24421389,8.646818895,165.0763718,45.92604635,,,,,,,,,
09-07-2024 04:09,249,38.27481456,8.775500659,162.600097,46.09820108,,,,,,,,,
09-07-2024 04:10,250,38.3051625,8.903363916,160.0416672,45.15244046,,,,,,,,,
09-07-2024 04:11,251,78.33525712,9.030325079,157.4042903,49.57890262,,,,,,,,,
09-07-2024 04:12,252,74.55859458,9.156301146,154.6912699,49.27781966,,,,,,,,,
09-07-2024 04:13,253,71.14391427,9.281209755,151.9060007,47.57130946,,,,,,,,,
09-07-2024 04:14,254,68.05674425,9.404969243,149.051965,47.75405485,,,,,,,,,
09-07-2024 04:15,255,65.26589296,9.5274987,146.1327278,47.36250393,,,,,,,,,
09-07-2024 04:16,256,62.74313708,9.648718026,143.151933,46.45793937,,,,,,,,,
09-07-2024 04:17,257,60.46293903,9.768547983,140.1132987,45.99323669,,,,,,,,,
09-07-2024 04:18,258,58.40219142,9.886910252,137.0206125,44.82652365,,,,,,,,,
09-07-2024 04:19,259,78.56682718,10.00372749,133.8777273,47.46355617,,,,,,,,,
09-07-2024 04:20,260,74.78811353,10.11892336,130.6885563,46.59016586,,,,,,,,,
09-07-2024 04:21,261,71.37137773,10.23242263,127.4570685,45.98142013,,,,,,,,,
09-07-2024 04:22,262,68.28214789,10.34415118,124.1872832,46.31369556,,,,,,,,,
09-07-2024 04:23,263,65.4892325,10.45403607,120.8832662,44.57932069,,,,,,,,,
09-07-2024 04:24,264,62.96440825,10.56200558,117.5491237,44.26888078,,,,,,,,,
09-07-2024 04:25,265,60.68213763,10.6679893,114.1889982,44.19796859,,,,,,,,,
09-07-2024 04:26,266,58.61931327,10.7719181,110.8070629,42.99568245,,,,,,,,,
09-07-2024 04:27,267,56.75502672,10.87372426,107.4075167,42.14533808,,,,,,,,,
09-07-2024 04:28,268,55.07035919,10.97334147,103.9945794,42.20301721,,,,,,,,,
09-07-2024 04:29,269,38.83301458,11.07070488,100.5724861,39.7051169,,,,,,,,,
09-07-2024 04:30,270,38.85819299,11.16575115,97.14548247,40.31661277,,,,,,,,,
09-07-2024 04:31,271,38.88310756,11.25841849,97.2077689,39.99228912,,,,,,,,,
09-07-2024 04:32,272,38.90775782,11.34864673,97.26939455,39.32204924,,,,,,,,,
09-07-2024 04:33,273,38.93214329,11.43637729,97.33035823,39.1462989,,,,,,,,,
09-07-2024 04:34,274,38.95626352,11.52155332,97.3906588,39.86502191,,,,,,,,,
09-07-2024 04:35,275,38.98011804,11.60411964,97.4502951,39.93120245,,,,,,,,,
09-07-2024 04:36,276,39.0037064,11.68402285,97.50926599,39.19732462,,,,,,,,,
09-07-2024 04:37,277,39.02702815,11.76121133,97.56757036,40.22845301,,,,,,,,,
09-07-2024 04:38,278,39.05008284,11.83563529,97.6252071,40.1837178,,,,,,,,,
09-07-2024 04:39,279,39.07287004,11.9072468,97.6821751,40.0370106,,,,,,,,,
09-07-2024 04:40,280,39.09538931,11.9759998,97.73847328,40.2598902,,,,,,,,,
09-07-2024 04:41,281,39.11764023,12.04185019,200,49.62109225,,,,,,,,,
09-07-2024 04:42,282,39.13962237,12.10475579,200,49.65872017,,,,,,,,,
09-07-2024 04:43,283,39.16133531,12.16467643,196.1510286,49.61783948,,,,,,,,,
09-07-2024 04:44,284,39.18277863,12.22157392,186.8551331,48.50872727,,,,,,,,,
09-07-2024 04:45,285,39.20395194,12.27541214,178.4482854,48.24384507,,,,,,,,,
09-07-2024 04:46,286,39.22485483,12.32615701,170.8458162,47.64244102,,,,,,,,,
09-07-2024 04:47,287,39.24548689,12.37377654,163.9711136,46.20729409,,,,,,,,,
09-07-2024 04:48,288,39.26584774,12.41824083,157.7548558,45.50999243,,,,,,,,,
